postID,theDate,thread,prompt,post,userID
108987,1426022173,1,Week 7,,2
108988,1426023168,4,Week 7,,2
109036,1426085834,2,Week 7,"Responses to comments from Vesal and Lama.
",4
109068,1426113894,12,Week 7,,10
109073,1426123474,11,Week 7,,9
108790,1425738277,1,Week 8,"Confirmation consensus.

I totally agree with Chris and Donna that the cold more dense particles are gravitating downward and pushing the less dense warmer particles to the top. I was exploring the PHet simulation and it only reinforces my belief in this. The particles of any substance always start at the bottom when they are colder and closer together. This appears to give them more weight, thus heavier particles settle on the bottom. With all the experiments we all did , we seem to agree that cooler dense particles move to the bottom of the solutions, no matter what. It was evident in everything we all did. Salt or no salt.
",2
108791,1425738997,1,Week 8,"Just a note. When I said; Start at the bottom I meant that the particles are closer together thus taking up less space, reduced volume, and increasing density, thus mass. This more dense substance, whether water or other liquid, does have an increased mass. This is like a helium balloon when you first fill it up it floats, after time it settles to the floor. I dont mean that this is the same, but it was what I was thinking about. With that the larger mass will be pulled by gravity with greater force. F=ma  I felt we all agreed with this. It was evident in our experimentation whether we used colored ice or any other substance.
",2
108804,1425758922,2,Week 8,"I believe cold water particles move less and more slowly, and because of this take up less space, which makes cold water more dense - I think gravity must have something to do with it as when particles are more dense, gravitational pull is greater, so wouldnt that make them move to the bottom of the glass more rapidly than less dense particles?   It makes sense in what I believe to be true about this.  I dont know what is going on inside the molecules.  I do know it happens, as I wrote about in my response paper to week 7, it occurs in nature - one example is air currents in our atmosphere creating wind currents.  During the day, the land is warmed and the air over it rises allowing the cool air over the ocean to move in and replace the warmer air that is rising from the land - known as a sea breeze, the reverse happens at night - warm ocean air rises and is replaced by the cool air over land creating a land breeze.  Wherever the warmest air is rising, an area of less pressure is created  - less pressure means less gravitational pull, so that would be a part of the whole idea, wouldnt it?
",1
108806,1425760639,2,Week 8,"I just realized I am comparing air currents to water - my intention was to show the similarities of warm air/water rising and being more dense vs. cool air/water sinking due to being more dense.  The less dense, the less pressure, the less gravitational pull - the more dense, the more pressure the more gravitational pull - no matter whether its air or water....
",1
108815,1425830221,3,Week 8,"To answer the questions:  Yes, I think cold things are more dense than warm things.  I also aree that cold water particles more less and more slowly and therefore spread less and collectively take up less space, which makes cold water more dense.  Heres my way of explaining it.  Heat is a form of energy. When molecules have more heat, its the same as saying they have more energy.  With more energy, the molecules move around more and bump into each other more.  When the molecules bump into each other, the molecules with more energy, share their energy with the molecule that has less energy.  The molecules will do this until they all have the same amount of energy (seeking equilibrium).  The more energy the molecules have the more they move around and bump.  All this moving and bumping causes the molecules to be farther apart from one another because they are ricocheting off of each other.  This is why molecules with more heat (more energy) are less dense than cooler (less energy) which have more density.  More energy/heat = more movement/bumping = more space between the molecules = less dense.  Less energy/heat = less movement/bumping = less space between the molecules = more dense.  Watching  convection currents is like watching the pathway that the heat/energy takes as it bumps/moves throughout the molecules in a fluid as it tries to share its energy evenly. 

 

Gravity pulls harder on the cool water because it is more dense.  That means that given x amount of water particles that are cool vs. x amount of water particles that are warm, the warmer water will take up more space (volume) and the cooler water will take up less space (volume).  Density takes into account the amount of particles (in this example they are the same) and how much space those particles are taking up (in this case the cool and warm water particles are taking up different amounts of space).  This difference is their volume is what causes their difference in gravitational pull.  When the same amount of water particles are cooler and all clumped together, gravity is stronger.  When the same amount of water particles are warmer and all spread out, gravity is weaker.  This is why cooler things have more density and will move closer to the source of gravity.
",6
108822,1425842939,4,Week 8,"When thinking about the two different ideas: 1) that currents move the warmer water up from the bottom and bring it closer to the ice cube vs. 2) that warmer water ends up at the top because of density, there is more of a gravitational pull on the cold water because it is more dense than the warm water&hellip;I feel that it is both.

 

The cold water is denser and therefore gravity pulls on it more and displaces the warm water upwards because there is less gravitational pull on this less dense/warm water.  This variation of density and therefore gravitational pull starts the motion of water moving and this also results in the convection currents or moving water in the glass.

So then the question of why cold water is more dense than warm water.   In the prompt the idea that &ldquo;cold water particles move less and more slowly, and therefore spread less and collectively take up less space, which makes cold water more dense&rdquo; was brought up.  This make sense if you think about gravitational pull acting on &ldquo;blocks&rdquo; or sections of water, in cold water the molecules are more tightly packed so in a 1 inch x 1 inch block of water there would be more molecules and therefore the density would be greater than a 1 inch x 1 inch block of hot water.  However, if you think about the mass or density of a molecule of water I do not think that the temperature would matter because the mass of one molecule should be the same regardless of the temperature.  But then this argument states that when water is heated the molecules spread out and are more loosely packed.  How would this work?  Wouldn&rsquo;t that translate into warmer water taking up more space or having a larger volume than cold water?  I don&rsquo;t think this is true.

When looking at the interactive&hellip;the one thing that stands out to me is that when I had the liquid water at like 20 degrees Celsius the molecules hung out wiggling towards the bottom and as I heated it their wiggling increased and ultimately they started moving more.  They spread out by bumping into each other.  It appeared as though as they bumped they gained momentum and the speed at which the collisions occurred resulted in them spreading out even more.  There was more space in between the molecules.  One question I have is what is this &ldquo;space&rdquo; between the molecules?  Does the empty &ldquo;space&rdquo; have mass?  Is it just the molecules that have mass?
",8
108837,1425867457,5,Week 8,"I am generally on board with everything in the consensus.  However, I dont feel that we have given any attention to the gradient or separation between the salt water and the fresh water.  When we forced ice below the surface, the melt times were nearly the same as in fresh water.  Our consensus should include mention of how the salt water interrupted the convection flow.  

I like the question about water acting as a cohesive entity.   Why does sinking water tend to stay together and not disperse more.  We saw how it clumps with the food coloring.  Why does it not diffuse in a downward direction?
",7
108842,1425902219,6,Week 8,"Cold things are more dense than warm things because groups of cold particles are more compact than groups of warm particles. Cold things have less thermal energy than warm things, so their particles are drawn more closely to each other. Gravity pulls on all particles equally, but if you have more cold particles in a given volume, that volume of particles will have a greater density than an equal volume of warmer particles since the warmer particles are more spread out. Because there are more cold particles in an equal volume, there is more matter for gravity to exert its force on, hence the reason why cold things sink and warm things float.

 
",4
108989,1426023512,7,Week 8,,2
108990,1426023848,1,Week 8,"I also agree that the colder particles are closer together because they dont have enough energy to move fast or spread out. So they kind of huddle together, which gives them proximity, to gain energy from other particles. Kind of like cold piglets trying to get warm. Once they are close together they become more efficient at energy transfer which allows them to gain energy to move away from other particles and break free. While they are close together, they have more piglets per unit volume, which makes them more dense, thus falling to the bottom. Once they gain enough energy to break way, they move to the top.  So what happens is the colder particles/piglets, push the warmer, less dense, particles/piglets out of the way. This now sounds like the syringe problem, Lots of pushing.
",2
108994,1426033236,8,Week 8,"The cold water is acting as a cohesive entity penetrating the warm water around it (sort of!).  If we consider that the particles have a limit to how fast they can adjust there position and transfer heat then it is reasonable to consider a snap shot of the system and treat the cold water as a single entity within the warmer water.  The colder water vibrates less and takes up less space per unit area making it more dense.  If gravity is pulling on each particle equally then if you have more particles in a single area then the collective force over a given two dimensional plane (horizontal to the surface of the Earth) then there will be more force pointing downwards over that plane by the denser concentration of particles.  Its kind of like the scales of justice.  If both sides of the scale are the same size and you have an equal height of particles above each scale but more particles fit on one side of the scale then the other then the scale side with more particles is going to feel more force due to gravity then the other and that side will drop down carrying the particles with it.
",9
108996,1426045822,9,Week 8,"Overall I agree with the consensus.  Cold water is more dense than warm water.  Warm water has more energy which causes the particles/molecules to spread apart and take up more space.  the colder waters particles are closer together and more compact, and this makes the water more dense.

 

I dont think this, however addresses our original question about the salts effect on melting ice in water.  I dont think there was a question regarding how the particle arrangement compared in cold water to warmer water.  The original experiment was about the effect of salt on melting ice when mixed in water.  I thought the salt slowed down the convection current, but I dont think we have figured out how this mechanism works in its entirety,  Yes, the salt at the bottom may have made the water more dense, so the cold water did not go to the bottom of the glass, but at some point there was a change or a convection current, as the ice did eventually melt.  At what point does the salt no longer have an effect on the convection current?  Why does the ice at some point begin to melt and the temperature start to reach equilibrium?  How? How does it move from slowing down or stopping the convection flow, to allowing the convection flow?
",5
109054,1426096412,10,Week 8,"When thinking in terms of temperature, molecules move faster when more energy is present and they spread out and take up more space. The inverse happens when less energy is present. Particles with less energy move slowly and are close together, so the temperature does affect the density of water.

The amount of difference in its density is slight. The colder water molecules group together and are could be denser because of its proximity to each other. As particles begin to move towards the warmer particles, the density of the water can change. The particles are spread out and are moving quickly causing the density to change. As the colder particles are being pulled downward, the warmer particles take their place creating this movement (convection currents).

 

Gravitational pull is based on the mass of an object. When thinking about how temperature affects gravity, in order for there to be a difference in gravitational pull, the cold water would have to work as a cohesive entity. The greater the mass the greater the gravitational pull a substance has. The gravitational pull that is being exerted on the water should be the same. The difference would come from the one force pushing on another. I am not convinced about this idea and need to really investigate it further.

 

 
",10
109233,1426331096,1,Week 9,"It is so hard to put ourselves back into this time when &ldquo;caloric theory&rdquo; was the dominant paradigm and anything outside of that was the challenge.  We modern thinkers, having been trained in middle school physical science, are very comfortable with the concept of heat as a form of kinetic energy.  The idea of a mysterious fluid that conveys heat, or &lt;u&gt;is&lt;/u&gt; heat, seems fanciful.

As a side note, Count Rumford (named Thompson earlier in life) was a Colonial military &ldquo;wannabee&rdquo; who was rejected by George Washington as an officer for the Continental Army.  It is a separate story of perseverance that after his rejection from the American Revolution he traveled to England and remade himself into the industrial and scientific contributor that he did.  Lesson: we all have our own talents and sometimes they are not what we thought they were.

Back to &ldquo;caloric&rdquo;, I find it puzzling that the question of how light seems to have heat with it does not factor into the discussion at a much earlier point.   Anyone who has stood at a distance from a fire or explosion has felt the radiated heat and sensed the speed at which it seems to instantly travel.   Hardly the stuff of a fluid?  What were they thinking? (he asked smugly from his 21st century perch)
",7
109246,1426367983,2,Week 9,"I found this article a little hard to follow because many of the theories were referenced, but not fully explained.  Since many of them were unfamiliar to me, I had some trouble trying to understand what some of the scientists were proposing.  However, it was clearly illustrated to me here that real science isnt a one and done concept.  It has taken several scientists and several theories to get to a place that the scientific community feels confident in an understanding.  Along the way, theories that may seem silly at first blush, can be taken very seriously and found to have merit.  Oppositely, those that seem to have merit can be ignored or dismissed if youre not in the right place at the right time.  It also seems clear that this was not an easy puzzle to solve.  I felt most connected to Joules quote from 1841  let the space between these compound atoms be supposed to be filled with calorific ether in a state of vibrations, or otherwise, to be occupied with the oscillations of the atoms themselves.  This idea makes sense to me and seems to match how I was picturing things at the atomic level.
",6
109261,1426438005,3,Week 9,"It is always fascinating to me those scientists hundreds of years ago could rationalize scientific ideas with very little in the way of tools and technology. As I read this article, it was interesting to see how one scientist&rsquo;s idea and/or theory began a conversation that scientists today still are working on. We sometimes take for granted this work and teach what we know or learned as students ourselves. The idea that Franklin and Newton knew that a substance took up more space when it changed form really is unbelievable to me. They used personal experiences to think and problem solve much like we are trying to do.

It is helpful to me to know that many of them believed that there was something that was in the spaces of the molecules that helped with the heat. Joule wrote about &ldquo;the calorific ether in a state of vibration&rdquo; and Newton spoke of &ldquo;soft oranges in a crate, taking up most of the room available, and coated with this caloric fluid, so that on pouring in more caloric the atoms swelled in size.&rdquo;  Both of these descriptions help me to think about the behavior of atoms when introduced to heat. I learned that heated particles spread out and take up more space, but the underlying reason for why this happens was never explained to me. Those ideas provide me with more to think about.

It is always fascinating to me those scientists hundreds of years ago could rationalize scientific ideas with very little in the way of tools and technology. As I read this article, it was interesting to see how one scientist&rsquo;s idea and/or theory began a conversation that scientists today still are working on. We sometimes take for granted this work and teach what we know or learned as students ourselves. The idea that Franklin and Newton knew that a substance took up more space when it changed form really is unbelievable to me. They used personal experiences to think and problem solve much like we are trying to do.

It is helpful to me to know that many of them believed that there was something that was in the spaces of the molecules that helped with the heat. Joule wrote about &ldquo;the calorific ether in a state of vibration&rdquo; and Newton spoke of &ldquo;soft oranges in a crate, taking up most of the room available, and coated with this caloric fluid, so that on pouring in more caloric the atoms swelled in size.&rdquo;  Both of these descriptions help me to think about the behavior of atoms when introduced to heat. I learned that heated particles spread out and take up more space, but the underlying reason for why this happens was never explained to me. Those ideas provide me with more to think about.

It is always fascinating to me those scientists hundreds of years ago could rationalize scientific ideas with very little in the way of tools and technology. As I read this article, it was interesting to see how one scientist&rsquo;s idea and/or theory began a conversation that scientists today still are working on. We sometimes take for granted this work and teach what we know or learned as students ourselves. The idea that Franklin and Newton knew that a substance took up more space when it changed form really is unbelievable to me. They used personal experiences to think and problem solve much like we are trying to do.

It is helpful to me to know that many of them believed that there was something that was in the spaces of the molecules that helped with the heat. Joule wrote about &ldquo;the calorific ether in a state of vibration&rdquo; and Newton spoke of &ldquo;soft oranges in a crate, taking up most of the room available, and coated with this caloric fluid, so that on pouring in more caloric the atoms swelled in size.&rdquo;  Both of these descriptions help me to think about the behavior of atoms when introduced to heat. I learned that heated particles spread out and take up more space, but the underlying reason for why this happens was never explained to me. Those ideas provide me with more to think about.
",10
109262,1426446012,4,Week 9,"The biggest idea that I got out of this is that questioning of scientific beliefs is ongoing.  Just as we are learning how to question each other, and listen to what our students find in their sense-making of ideas, the scientific community continues to do this even after a belief is &ldquo;proven&rdquo;.  If scientists took the Caloric Theory and never questioned it, we would all still believe this to be the &ldquo;golden rule&rdquo; of sorts about heat transfer.  So, for me, this opened my eyes a bit to why questioning ideas and what others believe to be true is a good thing.

I found that Sadi Carnot&rsquo;s idea, &ldquo;that just as water flows downhill, caloric flows from hot to cold: and the steam engine utilizes this caloric flow just as a water wheel takes energy from falling water&rdquo;. Made the most sense to me.  I can imagine the hot to cold flow of energy, and bringing gravity into the equation would bring in the piece we were talking about last week.  But why does caloric flow from hot to cold?  I think that&rsquo;s where I was last week in my thinking.  Why is cold denser?  What makes it that way and how can it be explained?  This is where I am stuck.
",1
109268,1426455323,5,Week 9,"After reading this excerpt, I&rsquo;m still a bit unclear about specifically what &ldquo;caloric&rdquo; (fluid), was imagined/visualized to be by scientists of the 19th century. I know that this is one of the ideas that scientists at the time struggled with. Newton&rsquo;s analogy of atoms as soft oranges and caloric as a fluid coating the oranges is easy for me to visualize, but I have trouble following the logic that adding more caloric fluid will cause the oranges to swell in size. Won&rsquo;&rsquo;t adding more fluid simply occupy more space between the oranges?

  
The part of the article that really resonated with me was the description of Rumford&rsquo;s explanation of the relationship between friction and heat. Rumford describes heat resulting from friction as the &ldquo;jiggling atoms causing neighboring atoms to jiggle as they came into contact.&rdquo; In this sense, &ldquo;caloric fluid&rdquo; is used more or less as a term to describe heat flow as the motion of atoms. As such, I find myself gravitating toward the latter half of Joule&rsquo;s idea on the final page of the article where he describes the space between atoms being filled with the &ldquo;oscillations of the atoms themselves&rdquo; rather than caloric fluid. &ldquo;Caloric fluid,&rdquo; at least to me in a literal sense, denotes some type of matter. Without being able to describe precisely what that matter is comprised of, I have to fall into the camp of heat energy as particle motion (&ldquo;heat is the bumping of particles into each other&rdquo;).
",4
109269,1426455402,6,Week 9,"What a great summary!  As I read I was constantly thinking of how these scientists were using their knowledge of common experiences to justify what was happening and how we have been doing the same (not to mention watching elementary age students do the same!)  Back then, they too were using experiences to propose theories and different experiences to try and disprove them.  

I was intrigued by the consistent pursuit of the law of conservation of energy.  It seemed to be at the forefront of many of the discussions and was even brought about by the boring of cannons which could not have a near limitless supply of caloric ether.  So many times this caloric theory proved useful because the scientists seemed to have a grasp of how heat moved, they just didnt understand what heat was.  This leads me to wonder about some theories we have today that are comparable.  For instance, we have theories that help us understand quantum mechanics, but it doesnt work with gravity.  We have the law of gravity, but it too doesnt work at the extremes near the event horizon of a black hole (or at least I dont think it does).  Do we have theories we are working with today that are helping us gain understandings around us but the theories themselves are based incorrectly on the nature of such things like gravity?  Wouldnt it be cool if the people at CERN figured some new ground breaking idea because they were the first to be able to detect something we have never thought of? (Just like how the scientists of past centuries didnt have our technology of today)

On a final note, it was sad to hear of scientists who didnt get credit because they werent part of the German establishment...thank goodness for the internet allowing for ideas to be submitted from anywhere and evaluated by all.
",9
109336,1426527514,7,Week 9,"By Karen and Katie

The first thing that struck us was the opening statement, &ldquo;I strongly believe that it is not a waste of time to discuss some earlier theories that turned out to be wrong.&rdquo; We both agreed with that statement especially after all of the thinking that has taken place while taking this class. What we thought to be scientifically true has been tested many times and our thought process has changed tremendously because of it. For example we thought we knew the answer to the question about what type of water will the ice melt faster. We assumed we were correct in our thinking that it would melt faster in the cup with salt water.  Science is certainly an area of many unknowns that need to continuously be questioned.

Even after reading and discussing the article together we still are not quite clear or comfortable with what Caloric Theory or Caloric fluid is. We feel as though we do not have enough background knowledge to make sense of what the article is trying to say.  We felt more comfortable with the analogy of the electrical rod and the crate or oranges but still had trouble transferring this to better understand the caloric fluid.  We talked a lot about if the fluid was actually a fluid or they just used this because it made sense to explain how something flows.  For example, when they talk about the caloric or electric fluid it is like the energy is moving from one place to another&hellip;it is flowing.  Is it actually fluid or is it just that the energy is passed from one atom to another and thus it flows like a fluid would.
",8
109440,1426626552,8,Week 9,,2
109488,1426692175,5,Week 9,"Chris,

I was thinking about this evolution of Heat and found the development over time fascinating. But what I was not sure about was the orange analogy. I was not thinking that the oranges were coated with caloric. I was rather thinking that the oranges were full of caloric, like the juice. The amount of caloric was thought of as finite like the juice inside the orange and when you squeeze the orange, when the juice was all gone, so was the caloric. Again, finite. Im not sure what they meant about adding more and coating oranges, I thought it meant causing them to swell up. But my confusion is how would they add caloric and with what method? This is my confusion. What are your thoughts on this?
",2
109516,1426724720,9,Week 9,"Wow! This article makes me feel that thinking and promoting your thoughts or ideas, regardless of what others view as valid, is so important.  Challenging someone elses ideas, no matter how connected they are is important.  I think about the idea of gatekeeping and how that plays a role in todays society, I never thought about this in the realm of science.

Imagine having an idea, and you are not taking seriously just because of your socio-economic status.  People are dismissing your ideas, regardless of how much merit they may possess.  I have a new level of respect for the early scientist who were not a member of the elite society, they paved the way for the later scientists who dared to think outside the box, regardless of their status.

I also realize what type of work goes into science, that I didnt realize before.  Joule and Newton both thought there is something else. Just like Hailey did form the video last week.  It is, I am not satisfied with what I have been given, and I may not know exactly what it is yet, but I will think and use my experiences to develop my own understanding.
",5
109590,1426858106,8,Week 9,"A few comments for you...
",11
109725,1427037890,8,Week 9,"Thank you,

This article reminded me of the development of the atomic theory, It took many people to come to a consensus about what is true about the behavior of atoms. We need ideas of many in order to develop any theory. Great article.
",2
109250,1426421713,10,Week 9,"After watching the simulation, I think I understand better.  The heat energy passes from molecule to molecule.  More heat energy = more movement (bumping/bouncing) = more space between molecules = more pressure = states of mater moving from solid to liquid to gas.  Less heat energy = less movement (more clumping) = less sapce between molecules = less pressure = states of mater moving from gas to liquid to solid.  So the question is why do they clump and sink with less heat energy?  I say because of gravity.  Every object in the universe has a gravitatinonal pull on every other object.  How strong that gravitational pull is depends on mass and distance of the two objects.  In this case were looking at two water molecules.  With less heat energy, the water molecules are moving and bumping less, therefore closer together.  Being closer together, their gravitational pull on one another is inceased so they clump together.  As two molecules clump together, their collective mass has increased and they collectively have an increased gravitational pull on the other singular molecules near it.  There is also gravitational pull between this collective clump of molecules and the Earth.  As the molecules clump, it also increases the gravitational pull that is between them and the Earth, causing them to sink.  This is how convection currents work. 

            I think that the state changes is a see saw  between gravitational pull between molecules and heat energy being the stronger force giving the molecules engough energy to break the gravitational pull between them and the other water molecules.

            The simulation also had Argon, Oxygen and Neon.  I dont know, but suspect these gases were choosen becuase they are the major components of our atmosphere/air.  Therefore these molecules are also intermingeled between the water molecules more as heat energy is increased, with less heat energy, the types of molecules will seperate more into layers like a density column.  Each type of atom has a different mass, so therefore each type of molecule would have a measurable mass as well.  This different mass would affect the gravitational pull between each molecule of their own type, other types of molecules and their gravitational pull between them and the Earth.  Each type of molecule would also need different amounts of heat to over power the gravitational force between each other object.  That would be why different substance each have the unique characteristic of a melting and boiling point.
",6
109265,1426448233,11,Week 9,"How do convection currents form? In other words, how does gravity pull on the colder water more than the colder water?

For this I think that because the colder water moves less, it is able to stay closer together because it has less heat energy,so it is being pulled by gravity more as a unit.  Which answers the second question, Can water act as a cohesive unit? I think because there is less movement of the particles (as it shows in the second simulation also), it can be considered more &ldquo;unit-like&rdquo; as the particles are still close and there is less space between them allowing for gravity to pull on the molecules on less of an individual basis.  Being closer together, they move in unison and they aren&rsquo;t flying off in different directions as shown in the simulation.  When they are flying off in different directions, gravity has to overcome that movement as well, so they would have different reaction times toward the pull of gravity.  

I am still thinking of the why - why do they stay closer together?  In thinking of the gas particles within the molecule, are they less dense because of the warmth, which would allow them to float up?  Is this where the &ldquo;current&rdquo; comes from?  
",1
109337,1426527915,12,Week 9,,4
109351,1426556125,13,Week 9,"My thoughts on fluid convection.
",7
109353,1426558993,14,Week 9,,10
109446,1426633445,15,Week 9,,2
109489,1426693272,14,Week 9,"Rebecca,

I enjoyed your write up about particle movement. It lead me to think further about the closeness of colder particles and the greater distance of warmer particles. I was thinking that its almost like survival of the fittest. The colder particles, due to their proximity, are able to steal the energy faster from other particles faster than distant warmer particles. The warmer more spaced out particles dont have as many opportunities to steal energy from other particles. I was wondering if they are not as cohesive as we think. Maybe they are particles of opportunity. The more opportunities they have to steal energy from other particles, the more they gain, and the stronger they get. Survival of the fittest? What do you think? I thought, as I was watching the colder particles, that they forced their way around and collected as much energy as they could so they could break away from the pack. It does appear that they have more gravitational force due to their proximity.
",2
109490,1426693602,15,Week 9,"After reading your articles I began to think. Maybe particles dont behave as a pack, but rather as opportunists. The closer together they are, the more energy is available to steal. The farther apart they are the less energy available to steal. So now the question is; Do they work together or as separate entities? Are particles bullies or conformists?
",2
109509,1426706015,16,Week 9,"By: Karen and Katie

How do convection currents form? In other words, how does gravity pull on the colder water more than the warmer water? When we think about convection currents we think about why the water is moving.  Why does the hot water want to move upwards and the cold water move downwards?  When watching the simulation we saw that when the temperature increases the water molecules moved more quickly, they also spread out.  When the temperature is decreased the water molecules slow down and move closer together.  We believe that although the water molecules are individual molecules, there is some kind of a bond between the cold water molecules that is stronger than the bond between warm water molecules.  This bond, would create a greater mass in the cold water&hellip;therefore there is more gravitational pull on the cold water than the warm water. 

Can water act as a cohesive unit?  Yes, we think so because as we said earlier, there is some kind of bond.  If you have two droplets of water next to each other, don&rsquo;t they want to join together to make a bigger droplet?

If so, as Donna wondered, does that also apply to hot air and cold air? What&rsquo;s happening at the molecular level there?   We believe that in cold air, yes, the molecules are still more tightly packed together however we do not feel that they would join as they would in water.  The bond does not occur.  The molecules are moving faster in the hot air than the cold air.  We are really not sure about this bond and how it occurs.
",8
109520,1426725398,17,Week 9,,9
109521,1426727228,18,Week 9,"So cold water particles are closer together.  I believe gravity pulls more on cold water than it does warm water, but I do believe it is easier to pull on the cold water because the molecules are all together, so it flows as one collective unit.  I think about pudding or jelly and how much easier it is to put that on a spoon compared to soup.  I dont know if this is good analogy, but it is easier to grab the jelly, pudding, or grits:)  When you add heat to the mix, and the particles separate, they have more movement and they move in different ways or directions.

When I think of convection currents and how this occurs, I think about the trading of states and the increase in the movements of the molecules. and when there is less energy the molecules are closer and easy to pull. When they come down they push the other molecules the warmer ones to the top and then they lose energy and the molecules get closer and the gravity pulls on this unit.
",5
109580,1426857383,14,Week 9,"A few comments for you...
",11
109581,1426857406,12,Week 9,"A few comments for you...
",11
109582,1426857436,15,Week 9,"A few comments for you...
",11
109583,1426857467,11,Week 9,"A few comments for you...
",11
109584,1426857494,16,Week 9,"A few comments for you...
",11
109585,1426857613,17,Week 9,"A few comments for you...
",11
109586,1426857625,16,Week 9,"A few comments for you...
",11
109587,1426857636,10,Week 9,"A few comments for you...
",11
109588,1426857659,18,Week 9,"A few comments for you...
",11
109589,1426857716,13,Week 9,"A few comments for you...
",11
109613,1426872181,12,Week 9,"Responses to comments from Vesal and Lama.
",4
109614,1426872845,14,Week 9,,10
109615,1426875534,18,Week 9,"The idea of the colder molecules being a cohesive unit is something that I agree with. It makes sense to think of them as one unit, because of their proximity to each other. As that unit is pulled on, the warmer free particles get pushed to the side and fill in the once occupied area. Convection currents are created because of this movement and pulling force, which continues until an equilibrium is met.
",10
109617,1426876259,15,Week 9,"Deanna-

I believe that those colder particles do steal from the warmer particles. They also get pulled down as a unit and the warmer particles move out of the way and take on the space that the colder particles once occupied. This movement of particles continues until equilibrium is met. The simulation did a good job of really showing the behavior of molecules at a really vast range of temperature. 
",10
109620,1426904800,13,Week 9,,7
109709,1426962280,10,Week 9,"Paul&rsquo;s Response to Jen on pHet particle model:

Jen your response is well thought through and well supported-  I am having trouble with the gravity concept.   It is not that I don&rsquo;t think there is some attraction between the two, (I make it a practice not to argue with Newton or Einstein).  What I am having trouble with is how the gravitational attraction between the particles is overcoming the force of gravity toward the planet? 

Why are not the particles that are losing energy not just simply &ldquo;sinking&rdquo; to the bottom of the fluid?  In the model they seem to somewhat sink but in actuality we don&rsquo;t get a pile of slower molecules around our feet from the gases that have cooled.  What is keeping this space between particles open?    

Think the model is flawed in this regard in that it shows these free flying particles that are shown milli-exponentially larger than what we understand to be reality.    I am having a hard time getting my head around it.  
",7
109710,1426963620,17,Week 9,"Paul&rsquo;s Response to Gret on pHet particle model:

Greg, I am with you on the inaccuracy of the model.  Your citations of our experiences in observation are in support of that.  I think we both need to keep in perspective that the model is not presented as a convection model.  It is simply presented as a basic particle motion model between states of matter and different polar and non-polar molecules.  The mechanism of convection is clearly much more complicated than can be shown by the hundred or so particles in the cartoon. 

Also, as you point out, we understand the same principles to work in gases and we needn&rsquo;t look any further than the unit that we just did on &ldquo;wind &amp;amp; currents&rdquo; in support of this.  There is something else making particles work cohesively, en masse, and I don&rsquo;t think it is gravity.  It has something to do with particles of similar energy levels having a tendency to not cross the interface to another level (higher or lower).

A more advanced model might allow the viewer to zoom in and out,  from a macro view of the fluid, many thousands of times down to the particles and it would also allow the viewer to pan across the container to look at different sections, also at different &ldquo;zooms&rdquo;.  

Oops-  I may have just given Vesal an idea for next week.  (&lt;em&gt;&hellip;nevermind&lt;/em&gt;)
",7
109722,1427026707,15,Week 9,,2
109744,1427061786,12,Week 9,"I like the analogy of the concert goers.  It helped me to understand how you were seeing the process.  You gave a reason for the concert goers to move back away from the stage he had had enough of being pushed up toward the stage, so he tried to move back through the crowd as the &ldquo;volume&rdquo; (heat), increased.  That makes sense to me, but then why did he want to move back to the stage?  In the same respect with our water molecules, why do they want to move away from the heat source and also want to return to it?  You note that the cold molecules seem to be attracted to the heat, but Im wondering why you think they both feel repelled and attracted?  What factors determine how they react to the heat?
",6
109747,1427063804,13,Week 9,"In your crowd analogy, you note that people who have more energy will move in areas that have more open spaces.  This I understand.  Then you note that if they try to force their way into the more crowded areas, they will slow down (and their frustration will transfer to those around them).  Why would they want to force their way to back into the crowd causing more frustration?  If they seek the more open spaces, why would they want to get more frustrated my smooshing back into a crowded area?  For the water molecules, why would they spread out AND want to move back together? 
",6
109754,1427065323,19,Week 9,,6
109831,1427122509,12,Week 9,"Interesting take on the concertgoers.  It appears that the gravity issue is one that we are struggling with.  I, too, felt that the cold water molecules might be more in-tune with each other and working as a more cohesive unit, but after watching the simulations, it doesnt seem to be the case - especially after the last one with the red water and submerged flask.  The current seems to just haphazardly flow downward, as does the warm in the opposite direction (upward).  So, I still have questions as to why.  Other than the fact that we KNOW it happens, I am still grappling with the reason behind it.  I keep going back to the gas particles within the water molecule - when that part of a molecule is heated - could this be a reason behind the movement upward?  Maybe its not that gravity is pulling on the colder, maybe its that the warmer is moving upward displacing the colder?
",1
109832,1427123287,13,Week 9,"Hi Paul, I guess my question would be why is the area less or more crowded?  What makes it that way?  What is causing the gaps in space?  at the Big E or a concert, it would be more that people move in the direction of the least amount of people due to not wanting to be crowded, and we know why they are crowded, but no so much in water being heated or cooled as molecules dont have feelings.  So I guess were back to the why? 
",1
109837,1427126970,11,Week 9,,1
